"Jahr","Stadtquartier (historisch) (Code)","Stadtquartier (historisch) (Num)","Stadtquartier (historisch) (Name)","Kontinet BfS","Kontinent BfS (Sort)","Region BfS","Region BfS (Sort)","Land Heimat aktuell (Code)","Land Heimat aktuell (Name)","Land Heimat aktuell (Sort)","Land Heimat historisch (Code)","Land Heimat historisch (Name)","Land Heimat historisch (Sort)","wirtschaftliche Bevölkerung"
"2008","072","72","Hottingen","Afrika","2","Westafrika","24","8336","Nigeria","93","8336","Nigeria","100","1"
"2008","072","72","Hottingen","Afrika","2","Westafrika","24","8345","Senegal","101","8345","Senegal","108","2"
"2008","072","72","Hottingen","Afrika","2","Westafrika","24","8354","Togo","110","8354","Togo","117","2"
"2008","072","72","Hottingen","Afrika","2","Zentralafrika","23","8323","Dem. Republik Kongo","80","8323","Dem. Republik Kongo","87","5"
"2008","072","72","Hottingen","Afrika","2","Zentralafrika","23","8358","Uganda","113","8358","Uganda","120","1"
"2008","072","72","Hottingen","Amerika","3","Karibik","32","8402","Bahamas","128","8402","Bahamas","135","1"
"2008","072","72","Hottingen","Amerika","3","Karibik","32","8409","Dominikanische Republik","135","8409","Dominikanische Republik","142","2"
"2008","072","72","Hottingen","Amerika","3","Karibik","32","8421","Jamaika","147","8421","Jamaika","154","2"
"2008","072","72","Hottingen","Amerika","3","Karibik","32","8425","Kuba","150","8425","Kuba","157","3"
"2008","072","72","Hottingen","Amerika","3","Mittleres Südamerika","35","8406","Brasilien","132","8406","Brasilien","139","17"
"2008","072","72","Hottingen","Amerika","3","Mittleres Südamerika","35","8410","Ecuador","136","8410","Ecuador","143","1"
"2008","072","72","Hottingen","Amerika","3","Mittleres Südamerika","35","8431","Paraguay","155","8431","Paraguay","162","0"
"2008","072","72","Hottingen","Amerika","3","Mittleres Südamerika","35","8432","Peru","156","8432","Peru","163","5"
"2008","072","72","Hottingen","Amerika","3","Nordamerika","31","8423","Kanada","148","8423","Kanada","155","15"
"2008","072","72","Hottingen","Amerika","3","Nordamerika","31","8439","USA","163","8439","USA","170","224"
"2008","072","72","Hottingen","Amerika","3","Nördliches Südamerika","34","8424","Kolumbien","149","8424","Kolumbien","156","2"
"2008","072","72","Hottingen","Amerika","3","Nördliches Südamerika","34","8438","Venezuela","162","8438","Venezuela","169","1"
"2008","072","72","Hottingen","Amerika","3","Südliches Südamerika","36","8401","Argentinien","127","8401","Argentinien","134","6"
"2008","072","72","Hottingen","Amerika","3","Südliches Südamerika","36","8407","Chile","133","8407","Chile","140","2"
"2008","072","72","Hottingen","Amerika","3","Südliches Südamerika","36","8437","Uruguay","161","8437","Uruguay","168","2"
"2008","072","72","Hottingen","Amerika","3","Zentralamerika","33","8408","Costa Rica","134","8408","Costa Rica","141","2"
"2008","072","72","Hottingen","Amerika","3","Zentralamerika","33","8411","El Salvador","137","8411","El Salvador","144","3"
"2008","072","72","Hottingen","Amerika","3","Zentralamerika","33","8427","Mexico","152","8427","Mexico","159","2"
"2008","072","72","Hottingen","Asien","4","Ostasien","42","8507","Chinesisches Taipei","187","8507","Chinesisches Taipei","194","1"
"2008","072","72","Hottingen","Asien","4","Ostasien","42","8508","China (Volksrepublik China)","188","8508","China (Volksrepublik China)","195","15"
"2008","072","72","Hottingen","Asien","4","Ostasien","42","8508","China (Volksrepublik China)","188","8543","Tibet","229","1"
"2008","072","72","Hottingen","Asien","4","Ostasien","42","8515","Japan","194","8515","Japan","202","26"
"2008","072","72","Hottingen","Asien","4","Ostasien","42","8539","Republik Korea","216","8539","Republik Korea","225","10"
"2008","072","72","Hottingen","Asien","4","Südasien","46","8501","Afghanistan","181","8501","Afghanistan","188","4"
"2008","072","72","Hottingen","Asien","4","Südasien","46","8506","Sri Lanka","186","8506","Sri Lanka","193","13"
"2008","072","72","Hottingen","Asien","4","Südasien","46","8510","Indien","189","8510","Indien","197","20"
"2008","072","72","Hottingen","Asien","4","Südostasien","47","8511","Indonesien","190","8511","Indonesien","198","3"
"2008","072","72","Hottingen","Asien","4","Südostasien","47","8525","Malaysia","204","8525","Malaysia","212","2"
"2008","072","72","Hottingen","Asien","4","Südostasien","47","8534","Philippinen","212","8534","Philippinen","221","1"
"2008","072","72","Hottingen","Asien","4","Südostasien","47","8537","Singapur","214","8537","Singapur","223","4"
"2008","072","72","Hottingen","Asien","4","Südostasien","47","8542","Thailand","218","8542","Thailand","228","9"
"2008","072","72","Hottingen","Asien","4","Südostasien","47","8545","Vietnam","220","8545","Vietnam","231","1"
"2008","072","72","Hottingen","Asien","4","Südwestasien","45","8560","Armenien","224","8560","Armenien","235","5"
"2008","072","72","Hottingen","Asien","4","Westasien","44","8512","Irak","191","8512","Irak","199","5"
"2008","072","72","Hottingen","Asien","4","Westasien","44","8513","Iran","192","8513","Iran","200","6"
"2008","072","72","Hottingen","Asien","4","Westasien","44","8514","Israel","193","8514","Israel","201","11"
"2008","072","72","Hottingen","Asien","4","Westasien","44","8517","Jordanien","196","8517","Jordanien","204","1"
"2008","072","72","Hottingen","Asien","4","Zentralasien","43","8563","Kasachstan","227","8563","Kasachstan","238","1"
"2008","072","72","Hottingen","Europa","1","Nordeuropa","11","8206","Dänemark","7","8206","Dänemark","6","21"
"2008","072","72","Hottingen","Europa","1","Nordeuropa","11","8211","Finnland","10","8211","Finnland","12","18"
"2008","072","72","Hottingen","Europa","1","Nordeuropa","11","8217","Island","16","8217","Island","18","1"
"2008","072","72","Hottingen","Europa","1","Nordeuropa","11","8228","Norwegen","26","8228","Norwegen","29","12"
"2008","072","72","Hottingen","Europa","1","Nordeuropa","11","8234","Schweden","32","8234","Schweden","35","67"
"2008","072","72","Hottingen","Europa","1","Osteuropa","12","8260","Estland","49","8260","Estland","55","2"
"2008","072","72","Hottingen","Europa","1","Osteuropa","12","8261","Lettland","50","8261","Lettland","56","3"
"2008","072","72","Hottingen","Europa","1","Osteuropa","12","8262","Litauen","51","8262","Litauen","57","5"
"2008","072","72","Hottingen","Europa","1","Osteuropa","12","8264","Russland","53","8264","Russland","59","38"
"2008","072","72","Hottingen","Europa","1","Osteuropa","12","8265","Ukraine","54","8265","Ukraine","60","9"
"2008","072","72","Hottingen","Europa","1","Osteuropa","12","8266","Belarus","55","8266","Belarus","62","1"
"2008","072","72","Hottingen","Europa","1","Südeuropa","16","8214","Griechenland","13","8214","Griechenland","15","28"
"2008","072","72","Hottingen","Europa","1","Südeuropa","16","8218","Italien","17","8218","Italien","19","172"
"2008","072","72","Hottingen","Europa","1","Südeuropa","16","8239","Türkei","37","8239","Türkei","40","30"
"2008","072","72","Hottingen","Europa","1","Südeuropa","16","8242","Zypern","40","8242","Zypern","43","2"
"2008","072","72","Hottingen","Europa","1","Südosteuropa","17","8205","Bulgarien","6","8205","Bulgarien","5","8"
"2008","072","72","Hottingen","Europa","1","Südosteuropa","17","8232","Rumänien","30","8232","Rumänien","33","10"
"2008","072","72","Hottingen","Europa","1","Südosteuropa","17","8250","Kroatien","43","8250","Kroatien","46","16"
"2008","072","72","Hottingen","Europa","1","Südosteuropa","17","8251","Slowenien","44","8251","Slowenien","47","1"
"2008","072","72","Hottingen","Europa","1","Südosteuropa","17","8252","Bosnien-Herzegowina","45","8252","Bosnien-Herzegowina","48","8"
"2008","072","72","Hottingen","Europa","1","Südosteuropa","17","8255","Mazedonien","46","8255","Mazedonien","51","1"
"2008","072","72","Hottingen","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro; Kosovo","48","8248","Serbien","49","4"
"2008","072","72","Hottingen","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro; Kosovo","48","8256","Kosovo","52","2"
"2008","072","72","Hottingen","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro; Kosovo","48","8259","Serbien und Montenegro","54","37"
"2008","072","72","Hottingen","Europa","1","Südwesteuropa","15","8231","Portugal","29","8231","Portugal","32","53"
"2008","072","72","Hottingen","Europa","1","Südwesteuropa","15","8236","Spanien","34","8236","Spanien","37","67"
"2008","072","72","Hottingen","Europa","1","Westeuropa","14","8204","Belgien","5","8204","Belgien","4","16"
"2008","072","72","Hottingen","Europa","1","Westeuropa","14","8212","Frankreich","11","8212","Frankreich","13","154"
"2008","072","72","Hottingen","Europa","1","Westeuropa","14","8215","Grossbritannien","14","8215","Grossbritannien","16","146"
"2008","072","72","Hottingen","Europa","1","Westeuropa","14","8216","Irland","15","8216","Irland","17","16"
"2008","072","72","Hottingen","Europa","1","Westeuropa","14","8223","Luxemburg","21","8223","Luxemburg","24","6"
"2008","072","72","Hottingen","Europa","1","Westeuropa","14","8227","Niederlande","25","8227","Niederlande","28","81"
"2008","072","72","Hottingen","Europa","1","Zentraleuropa","13","1000","Schweiz","2","1000","Schweiz","1","7618"
"2008","072","72","Hottingen","Europa","1","Zentraleuropa","13","8207","Deutschland","8","8207","Deutschland","8","1198"
"2008","072","72","Hottingen","Europa","1","Zentraleuropa","13","8222","Liechtenstein","20","8222","Liechtenstein","23","9"
"2008","072","72","Hottingen","Europa","1","Zentraleuropa","13","8229","Österreich","27","8229","Österreich","30","136"
"2008","072","72","Hottingen","Europa","1","Zentraleuropa","13","8230","Polen","28","8230","Polen","31","28"
"2008","072","72","Hottingen","Europa","1","Zentraleuropa","13","8240","Ungarn","38","8240","Ungarn","41","18"
"2008","072","72","Hottingen","Europa","1","Zentraleuropa","13","8243","Slowakische Republik","41","8243","Slowakische Republik","44","10"
"2008","072","72","Hottingen","Europa","1","Zentraleuropa","13","8244","Tschechische Republik","42","8244","Tschechische Republik","45","6"
"2008","072","72","Hottingen","Ozeanien","5","Südliches Ozeanien","56","8601","Australien","233","8601","Australien","244","14"
"2008","072","72","Hottingen","Ozeanien","5","Südliches Ozeanien","56","8607","Neuseeland","238","8607","Neuseeland","249","3"
"2008","073","73","Hirslanden","Afrika","2","Nordafrika","21","8304","Algerien","63","8304","Algerien","70","1"
"2008","073","73","Hirslanden","Afrika","2","Nordafrika","21","8331","Marokko","88","8331","Marokko","95","3"
"2008","073","73","Hirslanden","Afrika","2","Nordafrika","21","8350","Sudan","106","8350","Sudan","113","1"
"2008","073","73","Hirslanden","Afrika","2","Nordafrika","21","8357","Tunesien","112","8357","Tunesien","119","1"
"2008","073","73","Hirslanden","Afrika","2","Nordafrika","21","8359","Ägypten","114","8359","Ägypten","121","1"
"2008","073","73","Hirslanden","Afrika","2","Ostafrika","22","8302","Äthiopien","61","8302","Äthiopien","68","2"
"2008","073","73","Hirslanden","Afrika","2","Ostafrika","22","8320","Kenia","77","8320","Kenia","84","1"
"2008","073","73","Hirslanden","Afrika","2","Ostafrika","22","8348","Somalia","104","8348","Somalia","111","1"
"2008","073","73","Hirslanden","Afrika","2","Ostafrika","22","8362","Eritrea","117","8362","Eritrea","124","1"
"2008","073","73","Hirslanden","Afrika","2","Südafrika","26","8349","Südafrika","105","8349","Südafrika","112","2"
"2008","073","73","Hirslanden","Afrika","2","Südostafrika","27","8333","Mauritius","90","8333","Mauritius","97","1"
"2008","073","73","Hirslanden","Afrika","2","Westafrika","24","8310","Côte d'Ivoire","68","8310","Côte d'Ivoire","75","2"
"2008","073","73","Hirslanden","Afrika","2","Westafrika","24","8312","Gambia","70","8312","Gambia","77","1"
"2008","073","73","Hirslanden","Afrika","2","Westafrika","24","8315","Guinea","73","8315","Guinea","80","1"
"2008","073","73","Hirslanden","Afrika","2","Westafrika","24","8336","Nigeria","93","8336","Nigeria","100","2"
"2008","073","73","Hirslanden","Afrika","2","Westafrika","24","8345","Senegal","101","8345","Senegal","108","1"
"2008","073","73","Hirslanden","Afrika","2","Zentralafrika","23","8356","Tschad","111","8356","Tschad","118","1"
"2008","073","73","Hirslanden","Amerika","3","Karibik","32","8425","Kuba","150","8425","Kuba","157","5"
"2008","073","73","Hirslanden","Amerika","3","Mittleres Südamerika","35","8405","Bolivien","131","8405","Bolivien","138","2"
"2008","073","73","Hirslanden","Amerika","3","Mittleres Südamerika","35","8406","Brasilien","132","8406","Brasilien","139","12"
"2008","073","73","Hirslanden","Amerika","3","Mittleres Südamerika","35","8410","Ecuador","136","8410","Ecuador","143","2"
"2008","073","73","Hirslanden","Amerika","3","Mittleres Südamerika","35","8431","Paraguay","155","8431","Paraguay","162","1"
"2008","073","73","Hirslanden","Amerika","3","Mittleres Südamerika","35","8432","Peru","156","8432","Peru","163","1"
"2008","073","73","Hirslanden","Amerika","3","Nordamerika","31","8423","Kanada","148","8423","Kanada","155","8"
"2008","073","73","Hirslanden","Amerika","3","Nordamerika","31","8439","USA","163","8439","USA","170","58"
"2008","073","73","Hirslanden","Amerika","3","Nördliches Südamerika","34","8424","Kolumbien","149","8424","Kolumbien","156","2"
"2008","073","73","Hirslanden","Amerika","3","Südliches Südamerika","36","8401","Argentinien","127","8401","Argentinien","134","4"
"2008","073","73","Hirslanden","Amerika","3","Südliches Südamerika","36","8437","Uruguay","161","8437","Uruguay","168","1"
"2008","073","73","Hirslanden","Amerika","3","Zentralamerika","33","8408","Costa Rica","134","8408","Costa Rica","141","2"
"2008","073","73","Hirslanden","Amerika","3","Zentralamerika","33","8415","Guatemala","141","8415","Guatemala","148","1"
"2008","073","73","Hirslanden","Amerika","3","Zentralamerika","33","8427","Mexico","152","8427","Mexico","159","2"
"2008","073","73","Hirslanden","Asien","4","Nördliches Asien","41","8528","Mongolei","207","8528","Mongolei","215","3"
"2008","073","73","Hirslanden","Asien","4","Ostasien","42","8508","China (Volksrepublik China)","188","8508","China (Volksrepublik China)","195","6"
"2008","073","73","Hirslanden","Asien","4","Ostasien","42","8508","China (Volksrepublik China)","188","8543","Tibet","229","1"
"2008","073","73","Hirslanden","Asien","4","Ostasien","42","8515","Japan","194","8515","Japan","202","11"
"2008","073","73","Hirslanden","Asien","4","Ostasien","42","8539","Republik Korea","216","8539","Republik Korea","225","3"
"2008","073","73","Hirslanden","Asien","4","Südasien","46","8506","Sri Lanka","186","8506","Sri Lanka","193","16"
"2008","073","73","Hirslanden","Asien","4","Südasien","46","8510","Indien","189","8510","Indien","197","9"
"2008","073","73","Hirslanden","Asien","4","Südasien","46","8533","Pakistan","211","8533","Pakistan","220","2"
"2008","073","73","Hirslanden","Asien","4","Südasien","46","8546","Bangla Desh","221","8546","Bangla Desh","232","6"
"2008","073","73","Hirslanden","Asien","4","Südostasien","47","8511","Indonesien","190","8511","Indonesien","198","3"
"2008","073","73","Hirslanden","Asien","4","Südostasien","47","8525","Malaysia","204","8525","Malaysia","212","4"
"2008","073","73","Hirslanden","Asien","4","Südostasien","47","8534","Philippinen","212","8534","Philippinen","221","2"
"2008","073","73","Hirslanden","Asien","4","Südostasien","47","8537","Singapur","214","8537","Singapur","223","2"
"2008","073","73","Hirslanden","Asien","4","Südostasien","47","8542","Thailand","218","8542","Thailand","228","5"
"2008","073","73","Hirslanden","Asien","4","Südwestasien","45","8560","Armenien","224","8560","Armenien","235","1"
"2008","073","73","Hirslanden","Asien","4","Westasien","44","8512","Irak","191","8512","Irak","199","2"
"2008","073","73","Hirslanden","Asien","4","Westasien","44","8513","Iran","192","8513","Iran","200","5"
"2008","073","73","Hirslanden","Asien","4","Westasien","44","8514","Israel","193","8514","Israel","201","1"
"2008","073","73","Hirslanden","Asien","4","Westasien","44","8517","Jordanien","196","8517","Jordanien","204","1"
"2008","073","73","Hirslanden","Asien","4","Westasien","44","8523","Libanon","202","8523","Libanon","210","4"
"2008","073","73","Hirslanden","Asien","4","Zentralasien","43","8567","Usbekistan","231","8567","Usbekistan","242","1"
"2008","073","73","Hirslanden","Europa","1","Nordeuropa","11","8206","Dänemark","7","8206","Dänemark","6","10"
"2008","073","73","Hirslanden","Europa","1","Nordeuropa","11","8211","Finnland","10","8211","Finnland","12","10"
"2008","073","73","Hirslanden","Europa","1","Nordeuropa","11","8228","Norwegen","26","8228","Norwegen","29","3"
"2008","073","73","Hirslanden","Europa","1","Nordeuropa","11","8234","Schweden","32","8234","Schweden","35","19"
"2008","073","73","Hirslanden","Europa","1","Osteuropa","12","8260","Estland","49","8260","Estland","55","2"
"2008","073","73","Hirslanden","Europa","1","Osteuropa","12","8261","Lettland","50","8261","Lettland","56","1"
"2008","073","73","Hirslanden","Europa","1","Osteuropa","12","8262","Litauen","51","8262","Litauen","57","1"
"2008","073","73","Hirslanden","Europa","1","Osteuropa","12","8264","Russland","53","8264","Russland","59","13"
"2008","073","73","Hirslanden","Europa","1","Osteuropa","12","8265","Ukraine","54","8265","Ukraine","60","4"
"2008","073","73","Hirslanden","Europa","1","Südeuropa","16","8214","Griechenland","13","8214","Griechenland","15","17"
"2008","073","73","Hirslanden","Europa","1","Südeuropa","16","8218","Italien","17","8218","Italien","19","107"
"2008","073","73","Hirslanden","Europa","1","Südeuropa","16","8239","Türkei","37","8239","Türkei","40","10"
"2008","073","73","Hirslanden","Europa","1","Südosteuropa","17","8201","Albanien","3","8201","Albanien","2","2"
"2008","073","73","Hirslanden","Europa","1","Südosteuropa","17","8205","Bulgarien","6","8205","Bulgarien","5","3"
"2008","073","73","Hirslanden","Europa","1","Südosteuropa","17","8232","Rumänien","30","8232","Rumänien","33","6"
"2008","073","73","Hirslanden","Europa","1","Südosteuropa","17","8250","Kroatien","43","8250","Kroatien","46","12"
"2008","073","73","Hirslanden","Europa","1","Südosteuropa","17","8251","Slowenien","44","8251","Slowenien","47","2"
"2008","073","73","Hirslanden","Europa","1","Südosteuropa","17","8252","Bosnien-Herzegowina","45","8252","Bosnien-Herzegowina","48","5"
"2008","073","73","Hirslanden","Europa","1","Südosteuropa","17","8255","Mazedonien","46","8255","Mazedonien","51","16"
"2008","073","73","Hirslanden","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro; Kosovo","48","8248","Serbien","49","7"
"2008","073","73","Hirslanden","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro; Kosovo","48","8259","Serbien und Montenegro","54","27"
"2008","073","73","Hirslanden","Europa","1","Südwesteuropa","15","8231","Portugal","29","8231","Portugal","32","41"
"2008","073","73","Hirslanden","Europa","1","Südwesteuropa","15","8236","Spanien","34","8236","Spanien","37","40"
"2008","073","73","Hirslanden","Europa","1","Westeuropa","14","8204","Belgien","5","8204","Belgien","4","6"
"2008","073","73","Hirslanden","Europa","1","Westeuropa","14","8212","Frankreich","11","8212","Frankreich","13","44"
"2008","073","73","Hirslanden","Europa","1","Westeuropa","14","8215","Grossbritannien","14","8215","Grossbritannien","16","53"
"2008","073","73","Hirslanden","Europa","1","Westeuropa","14","8216","Irland","15","8216","Irland","17","13"
"2008","073","73","Hirslanden","Europa","1","Westeuropa","14","8227","Niederlande","25","8227","Niederlande","28","24"
"2008","073","73","Hirslanden","Europa","1","Zentraleuropa","13","1000","Schweiz","2","1000","Schweiz","1","5469"
"2008","073","73","Hirslanden","Europa","1","Zentraleuropa","13","8207","Deutschland","8","8207","Deutschland","8","656"
"2008","073","73","Hirslanden","Europa","1","Zentraleuropa","13","8222","Liechtenstein","20","8222","Liechtenstein","23","5"
"2008","073","73","Hirslanden","Europa","1","Zentraleuropa","13","8229","Österreich","27","8229","Österreich","30","91"
"2008","073","73","Hirslanden","Europa","1","Zentraleuropa","13","8230","Polen","28","8230","Polen","31","6"
"2008","073","73","Hirslanden","Europa","1","Zentraleuropa","13","8240","Ungarn","38","8240","Ungarn","41","12"
"2008","073","73","Hirslanden","Europa","1","Zentraleuropa","13","8243","Slowakische Republik","41","8243","Slowakische Republik","44","4"
"2008","073","73","Hirslanden","Europa","1","Zentraleuropa","13","8244","Tschechische Republik","42","8244","Tschechische Republik","45","4"
"2008","073","73","Hirslanden","Ozeanien","5","Südliches Ozeanien","56","8601","Australien","233","8601","Australien","244","10"
"2008","074","74","Witikon","Afrika","2","Nordafrika","21","8304","Algerien","63","8304","Algerien","70","2"
"2008","074","74","Witikon","Afrika","2","Nordafrika","21","8331","Marokko","88","8331","Marokko","95","5"
"2008","074","74","Witikon","Afrika","2","Nordafrika","21","8357","Tunesien","112","8357","Tunesien","119","4"
"2008","074","74","Witikon","Afrika","2","Nordafrika","21","8359","Ägypten","114","8359","Ägypten","121","4"
"2008","074","74","Witikon","Afrika","2","Ostafrika","22","8320","Kenia","77","8320","Kenia","84","1"
"2008","074","74","Witikon","Afrika","2","Südafrika","26","8349","Südafrika","105","8349","Südafrika","112","3"
"2008","074","74","Witikon","Afrika","2","Westafrika","24","8310","Côte d'Ivoire","68","8310","Côte d'Ivoire","75","1"
"2008","074","74","Witikon","Afrika","2","Westafrika","24","8312","Gambia","70","8312","Gambia","77","1"
"2008","074","74","Witikon","Afrika","2","Westafrika","24","8313","Ghana","71","8313","Ghana","78","2"
"2008","074","74","Witikon","Afrika","2","Westafrika","24","8315","Guinea","73","8315","Guinea","80","1"
"2008","074","74","Witikon","Afrika","2","Westafrika","24","8317","Kamerun","74","8317","Kamerun","81","3"
"2008","074","74","Witikon","Afrika","2","Westafrika","24","8322","Kongo","79","8322","Kongo","86","3"
"2008","074","74","Witikon","Afrika","2","Westafrika","24","8336","Nigeria","93","8336","Nigeria","100","2"
"2008","074","74","Witikon","Afrika","2","Westafrika","24","8345","Senegal","101","8345","Senegal","108","2"
"2008","074","74","Witikon","Afrika","2","Zentralafrika","23","8323","Dem. Republik Kongo","80","8323","Dem. Republik Kongo","87","4"
"2008","074","74","Witikon","Amerika","3","Karibik","32","8409","Dominikanische Republik","135","8409","Dominikanische Republik","142","4"
"2008","074","74","Witikon","Amerika","3","Karibik","32","8421","Jamaika","147","8421","Jamaika","154","1"
"2008","074","74","Witikon","Amerika","3","Mittleres Südamerika","35","8405","Bolivien","131","8405","Bolivien","138","1"
"2008","074","74","Witikon","Amerika","3","Mittleres Südamerika","35","8406","Brasilien","132","8406","Brasilien","139","28"
"2008","074","74","Witikon","Amerika","3","Mittleres Südamerika","35","8410","Ecuador","136","8410","Ecuador","143","2"
"2008","074","74","Witikon","Amerika","3","Mittleres Südamerika","35","8432","Peru","156","8432","Peru","163","3"
"2008","074","74","Witikon","Amerika","3","Nordamerika","31","8423","Kanada","148","8423","Kanada","155","5"
"2008","074","74","Witikon","Amerika","3","Nordamerika","31","8439","USA","163","8439","USA","170","55"
"2008","074","74","Witikon","Amerika","3","Nördliches Südamerika","34","8424","Kolumbien","149","8424","Kolumbien","156","12"
"2008","074","74","Witikon","Amerika","3","Nördliches Südamerika","34","8438","Venezuela","162","8438","Venezuela","169","2"
"2008","074","74","Witikon","Amerika","3","Südliches Südamerika","36","8401","Argentinien","127","8401","Argentinien","134","5"
"2008","074","74","Witikon","Amerika","3","Südliches Südamerika","36","8407","Chile","133","8407","Chile","140","6"
"2008","074","74","Witikon","Amerika","3","Südliches Südamerika","36","8437","Uruguay","161","8437","Uruguay","168","1"
"2008","074","74","Witikon","Amerika","3","Zentralamerika","33","8408","Costa Rica","134","8408","Costa Rica","141","1"
"2008","074","74","Witikon","Amerika","3","Zentralamerika","33","8415","Guatemala","141","8415","Guatemala","148","1"
"2008","074","74","Witikon","Amerika","3","Zentralamerika","33","8427","Mexico","152","8427","Mexico","159","3"
"2008","074","74","Witikon","Amerika","3","Zentralamerika","33","8429","Nicaragua","153","8429","Nicaragua","160","2"
"2008","074","74","Witikon","Asien","4","Ostasien","42","8507","Chinesisches Taipei","187","8507","Chinesisches Taipei","194","2"
"2008","074","74","Witikon","Asien","4","Ostasien","42","8508","China (Volksrepublik China)","188","8508","China (Volksrepublik China)","195","26"
"2008","074","74","Witikon","Asien","4","Ostasien","42","8508","China (Volksrepublik China)","188","8543","Tibet","229","5"
"2008","074","74","Witikon","Asien","4","Ostasien","42","8515","Japan","194","8515","Japan","202","23"
"2008","074","74","Witikon","Asien","4","Ostasien","42","8539","Republik Korea","216","8539","Republik Korea","225","8"
"2008","074","74","Witikon","Asien","4","Südasien","46","8501","Afghanistan","181","8501","Afghanistan","188","1"
"2008","074","74","Witikon","Asien","4","Südasien","46","8506","Sri Lanka","186","8506","Sri Lanka","193","7"
"2008","074","74","Witikon","Asien","4","Südasien","46","8510","Indien","189","8510","Indien","197","44"
"2008","074","74","Witikon","Asien","4","Südasien","46","8529","Nepal","208","8529","Nepal","216","1"
"2008","074","74","Witikon","Asien","4","Südasien","46","8546","Bangla Desh","221","8546","Bangla Desh","232","1"
"2008","074","74","Witikon","Asien","4","Südostasien","47","8511","Indonesien","190","8511","Indonesien","198","5"
"2008","074","74","Witikon","Asien","4","Südostasien","47","8534","Philippinen","212","8534","Philippinen","221","11"
"2008","074","74","Witikon","Asien","4","Südostasien","47","8542","Thailand","218","8542","Thailand","228","7"
"2008","074","74","Witikon","Asien","4","Südostasien","47","8545","Vietnam","220","8545","Vietnam","231","4"
"2008","074","74","Witikon","Asien","4","Westasien","44","8512","Irak","191","8512","Irak","199","5"
"2008","074","74","Witikon","Asien","4","Westasien","44","8513","Iran","192","8513","Iran","200","1"
"2008","074","74","Witikon","Asien","4","Westasien","44","8514","Israel","193","8514","Israel","201","5"
"2008","074","74","Witikon","Asien","4","Westasien","44","8517","Jordanien","196","8517","Jordanien","204","1"
"2008","074","74","Witikon","Asien","4","Westasien","44","8523","Libanon","202","8523","Libanon","210","5"
"2008","074","74","Witikon","Asien","4","Westasien","44","8541","Syrien","217","8541","Syrien","227","1"
"2008","074","74","Witikon","Asien","4","Westasien","44","8550","Palästina","223","8550","Palästina","234","1"
"2008","074","74","Witikon","Asien","4","Zentralasien","43","8564","Kirgistan","228","8564","Kirgistan","239","2"
"2008","074","74","Witikon","Europa","1","Nordeuropa","11","8206","Dänemark","7","8206","Dänemark","6","12"
"2008","074","74","Witikon","Europa","1","Nordeuropa","11","8211","Finnland","10","8211","Finnland","12","4"
"2008","074","74","Witikon","Europa","1","Nordeuropa","11","8228","Norwegen","26","8228","Norwegen","29","4"
"2008","074","74","Witikon","Europa","1","Nordeuropa","11","8234","Schweden","32","8234","Schweden","35","24"
"2008","074","74","Witikon","Europa","1","Osteuropa","12","8260","Estland","49","8260","Estland","55","4"
"2008","074","74","Witikon","Europa","1","Osteuropa","12","8261","Lettland","50","8261","Lettland","56","3"
"2008","074","74","Witikon","Europa","1","Osteuropa","12","8262","Litauen","51","8262","Litauen","57","3"
"2008","074","74","Witikon","Europa","1","Osteuropa","12","8263","Moldova","52","8263","Moldova","58","2"
"2008","074","74","Witikon","Europa","1","Osteuropa","12","8264","Russland","53","8264","Russland","59","24"
"2008","074","74","Witikon","Europa","1","Osteuropa","12","8265","Ukraine","54","8265","Ukraine","60","5"
"2008","074","74","Witikon","Europa","1","Südeuropa","16","8214","Griechenland","13","8214","Griechenland","15","14"
"2008","074","74","Witikon","Europa","1","Südeuropa","16","8218","Italien","17","8218","Italien","19","150"
"2008","074","74","Witikon","Europa","1","Südeuropa","16","8224","Malta","22","8224","Malta","25","1"
"2008","074","74","Witikon","Europa","1","Südeuropa","16","8239","Türkei","37","8239","Türkei","40","18"
"2008","074","74","Witikon","Europa","1","Südosteuropa","17","8205","Bulgarien","6","8205","Bulgarien","5","5"
"2008","074","74","Witikon","Europa","1","Südosteuropa","17","8232","Rumänien","30","8232","Rumänien","33","7"
"2008","074","74","Witikon","Europa","1","Südosteuropa","17","8250","Kroatien","43","8250","Kroatien","46","19"
"2008","074","74","Witikon","Europa","1","Südosteuropa","17","8251","Slowenien","44","8251","Slowenien","47","5"
"2008","074","74","Witikon","Europa","1","Südosteuropa","17","8252","Bosnien-Herzegowina","45","8252","Bosnien-Herzegowina","48","9"
"2008","074","74","Witikon","Europa","1","Südosteuropa","17","8255","Mazedonien","46","8255","Mazedonien","51","7"
"2008","074","74","Witikon","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro; Kosovo","48","8248","Serbien","49","8"
"2008","074","74","Witikon","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro; Kosovo","48","8256","Kosovo","52","2"
